counter,file_name,strategy,inbound_time,inbound,outbound_time,outbound
523,mp09533.json,Chat1,2023-04-26 18:25:16,"Attention Funds Beneficiary
I have been informed by the IMF to anticipate your message. Your pin
number has been verified and confirmed to relate to a parcel with ATM
Debit CARD valued the sum of US$2,500,000.00 {Two Million Five Hundred
Thousand US Dollars}. The ATM Debit CARD has been issued in your name
and we have concluded the processing of all documents that will
facilitate the clearance of the ATM CARD in any Bank.
These documents have been securely sealed and packed for security
reasons which make it impossible for anyone to view it until it’s been
delivered to you and also your parcel is protected by a hardcover
insurance policy, which makes it impossible to deduct any amount from
the money before it has been remitted to you.
Choose delivery option below that is most convenient to you iTunes Card
(1)FedEx Delivery Company
Duration for Delivery: 24hrs
Amount: US $50 {No C.O.D}
(2)UPS Delivery Company
Duration for Delivery 48hrs
Amount: US $75 {No C.O.D}
(3)DHL Delivery Company
Duration for Delivery 24hrs
Amount: US $150 {No C.O.D}
Contact the Company here for your Package Release to you:
Name: Mr. Frank Boniface
Email: ( 
moneygramoffice410@aol.com
HERE IS THE INFO WHERE TO USE SEND THE FEE AS YOUR CHOOSING VIA
WESTERN UNION OR MONEY-GRAM TRANSFER OR YOU SEND IT VIA iTunes Card
RECEIVER: NAME: JOHN EGO.
ADDRESS: 5, ALHAJI JACK STREET
COUNTRY: BENIN REPUBLIC.
CITY: COTONOU.
TEST QUESTION: COLOR?
ANSWER: BLUE
AMOUNT: $USD??
MTCN;????
Kindly confirm receipt of the mail with the delivery option most
convenient to you within 24hrs. And you shall be informed on how to
make payments of the charges.
Failure to produce the delivery fee will mean refusal of ATM DEBIT
CARD delivery by the courier service so as to enable this company
secure good name they have always maintained, since the package
delivery without insurance will be illegal. Insurance is the
International law guiding the authentic delivery of diplomatic
document.
We look forward to serving you better.
Yours faithfully,
Mrs Cynthia Terrell
ATM Center Manager
International Reconciliation and Logistics Vaults
International Monetary Fund (IMF)
",2023-04-26 18:25:41,"Hello Mrs Cynthia Terrell,
Thank you for your message regarding the ATM Debit CARD valued at US Two Million Five Hundred Thousand US Dollars. I appreciate the information you have provided and I am interested in learning more about the delivery options.
Can you please provide me with more details about the delivery options and the associated fees? Also, can you confirm the authenticity of this offer and provide me with any additional information that may be helpful?
Thank you for your time and assistance.
Best wishes,
Kassie
"
524,mp09533.json,Chat1,2023-04-28 10:22:35,"You are welcome to the U.S Department of Homeland security Washington
DC, I was instructed to handle your payment file from the Governing
body of United Nation (UN) together with IMF office, I am writing to
let you know that we have received your delivery address and some
other information for the delivery of your ATM Card, However it is my
pleasure to inform you that we have finally processed the crediting of
your ATM Card and here is your ATM Card Number: 4848-4218-5901-8778
and personal identification number: 002760091 has been upgraded in
your favor.
You can find below also your ATM PIN# 3943 as the ATM Card will be
delivered alone to you without the Pin Code for security reasons, The
total amount that was credited in your ATM Debit Card now is the sum of
$2.5 Million USD (Two Million Five Hundred Thousand US Dollars ONLY) and
you are
advised that a maximum withdrawal value of US$5,000.00 (FIVE THOUSAND
UNITED STATES DOLLARS ONLY) is permitted daily. We are duly
inter-switched so you can make multiple withdrawal in any ATM location
of your choice, however as a matter of urgency, you are
required to pay for the delivery of your ATM card which will be paid
due to your determined choice Companies here below.
1.UPS Courier Service 2.Delivery fee $280.00 96 hours delivery
1.FedEx Service 2.Delivery fee $450.00 72 hours delivery
1.DHL Service 2.Delivery fee $350.00 48 hours delivery
1. Impex Service 2. Delivery fee $250 72 hours delivery
Please choose your favorite company out of the three companies and any
of your preferable Company will be the Company that will deliver your
ATM Card to the address you are to provide, I shall make available the
information you will use in sending the delivery fee as soon as you
respond back with your preferred Company, also i want you to know that
the principle of deduction from your approved ATM Debit Card does not exist
on this mode of payment for security reasons, We deeply appreciate
your cooperation and understanding and be rest assured that UNITED
STATES HOMELAND SECURITY Unit will fully back and monitor the delivery
until you receive your ATM Card to avoid stoppage or delay
Best Regards,
Mrs Cynthia Terrell
From the United States
Homeland Security Office.
Email: mariodraghi09@gmail.com
",2023-04-28 12:12:24,"Hello Mrs. Cynthia Terrell, thank you for reaching out to me regarding the processing of my payment file. I appreciate the information you have provided about the delivery of my ATM card and the maximum withdrawal value. Can you please provide more details about the courier service companies you have listed and their respective fees? Also, is there a specific timeframe for me to choose a company and make the delivery fee payment? Thank you.
Best wishes,
Kassie
"
525,mp09533.json,Chat1,2023-04-28 17:12:23,"I have speak with the  authority FedEx Delivery Company regarding how you
will received your Atm Card and accordly to FedEx Delivery Company said
that to received your Fund via Atm Card to your Home address will only Cost
you $450 and they told me that you will received your Fund via Atm Card
$2,500,000.00 {Two Million Five Hundred within 24 Hour as soon as you send
the $450 because i told  FedEx Delivery Company do it and you will received
your funds which they agreed so what you have to do right now is to try all
you can do to make sure that you Buy iTunes $450 Gift Card and also Scratch
it very well and send the picture and receipt Copy to able  FedEx Delivery
Company to your Home address as soon as you send the $450 very urgent
Listen to me very well and understood more if that you can not do very
urgent to buy $450 itunes Card which is best easy way that you should go to
the local Western Union or Moneygram office and send the $450 via money
gram or Western Union and get back to me with the payment information and
also noted that everything is going very ok and i promised you that once
you send the $450 today that you will received your Atm Card worth $2.5
Million USD immediately through FedEx Delivery Company and FedEx Delivery
Company will also give you the ATM Card Tracking Number to start tracking
it to know a time it will get to your Country and i need your urgent reply
with your full information together with the $450 fee This is they Address:
Pharmacie Le Conseil, Ave de la Victoire, Cotonou Hours: Closes soon ⋅ 7 PM
⋅ Opens 9 AM Sat
please reconfirm the below information, to avoid delivery of your ATM
Master Card to the wrong hand.
Full names............
Atm Owner address......
Country/State........
Occupation...........
Passport/Driving License
Tel...........
Therefore you are expected to send ($450) to enable us proceed with the
delivery without any more delay or hitch because as the matter of fact, all
necessary arrangement has been made
Below is the MoneyGram, Western Union, Ria  information to send the
delivery fee or you just buy $450  itunes Card and send it if you can not
meet up to rach WU or MG
Receiver's Name: PAUL KINSOU
City:                   Cotonou
Country:              Benin Republic
Amount:              $450
Sender's Name:
Question:          Code?
Answer:             229
mtcn#
We will register your package and send you the tracking numbers before we
proceed for safety delivery of your package as soon as you reconfirm the
required information for safety delivery.
Best Regards,
Mrs Cynthia Terrell
From the United States
Homeland Security Office.
Email: mariodraghi09@gmail.com
",2023-04-28 18:24:38,"Hello, thank you for reaching out to me. I appreciate the information you have provided about the delivery of my ATM card. However, I am a bit hesitant to send any personal information or payment without verifying the legitimacy of this transaction. Can you provide me with more details about the Delivery Company and their process for delivering the ATM card? Also, can you explain why I need to purchase a gift card or send money through Western Union or Moneygram? Thank you.
Best wishes,
Kassie
"
526,mp09533.json,Chat1,2023-04-29 10:10:20,"Good Morning my dear How are you doing today? I received an email you sent
to me and i understood your Question regarding the process you to received
your transaction, Listen to me very well, I have explained everything to
you and you should try to listen to me if you want to received your funds
kindly let you do all you can do to make sure that you pay the delivery fee
because it is update to you to received your funds and i do not like to be
sending you message all the time without you to understood what i have been
telling you
Please my dear i said that the delivery fee is $450 and FedEx Delivery
Company told me that everything about the transaction paper Document will
be sending to you immediately you send the FedEx Delivery transaction
Charges
And FedEx Delivery Company said that you should pay the FedEx Delivery
Charges Via Western Union or Moneygram Ot you should purchase a gift card
for $450 dollars
So if you want to received your funds through FedEx Delivery Company that
you should try all you can do to make sure that you send the FedEx Delivery
Charges $450 Look my dear it is you are delaying your Atm Card here in my
office and i promised you that once you send the $450 Dollars today that
you will received your Atm Card immediately and the reason Why you have to
send me your receiver information is where to deliver your Atm Card to your
Home Address as soon as you send the $450 delivery Fee, Do not fear just
believe me and truth me that once you send the FedEx Delivery Company
Charges that you will receive your Atm Card
",2023-04-29 10:24:46,"Good morning! Thank you for your email. I appreciate your help in getting my funds. Can you please explain to me why I need to pay a delivery fee? Is there any way to avoid this fee? Also, can you please provide me with more information about the delivery company? How do I know that they are legitimate? Thank you for your time.
Best wishes,
Kassie
"
527,mp09533.json,Chat1,2023-04-29 16:23:05,"I understand what you said regarding the delivery fee which is $450 to able
you received the Atm Card at your home address that is why you must pay the
Charges as the Beneficiary of the Atm Card
What more information you needed from me to provide to able me to get it
from our Head office Branch?? But be informed that it is not possible to
get the Atm Card delivered at your Home address yet until the needed
Delivery Charges is confirmed for your Information/Notice So what i'm
trying to tell you is to send the $450 and get back to me unless if you do
not want to receive your Atm Card from the Company
Best Regard
Mrs Mario Draghi
",2023-04-29 18:12:30,"Hello Mrs. Mario Draghi,
Thank you for explaining the delivery fee for the ATM card. I understand that I need to pay the charges to receive the card at my home address. Can you please provide me with more details about the delivery fee? How much is it and how can I make the payment? Also, can you confirm the expected delivery time once the payment is made?
Thank you for your assistance.
Best regards.
Best wishes,
Kassie
"
528,mp09533.json,Chat1,2023-05-02 13:51:05,"Good Afternoon
How are you doing today? This is Mrs. Mario Draghi, I received an email you
sent to me on Sat, Apr 29, 8:12 PM which is Weekend and office close until
Yesterday been Monday and here in our Country we have a Holiday  that is
why i contacted you today been Tuesday and i understand your email and your
Question Regarding the process of how you will send the fee and the totall
fee you have to pay for the delivery Charges is $450 dollars.
Listen to me very well and understood more if that you can not do very
urgent to buy $450 itunes Card which is best easy way that you should go to
the local Western Union or Moneygram office and send the $450 via money
gram or Western Union and get back to me with the payment information and
also noted that everything is going very ok and i promised you that once
you send the $450 today that you will received your Atm Card worth $2.5
Million USD immediately through FedEx Delivery Company  within 24Hours And
FedEx Delivery Company will also give you the ATM Card Tracking Number to
start tracking it to know a time it will get to your Country and i need
your urgent reply with your full information together with the $450 fee
please reconfirm the below information, to avoid delivery of your ATM
Master Card to the wrong hand Please you should try all you can do to make
sure that you send the $450 today and also send your full info where to
deliver your Atm Card at your Home address immediately you send the $450
dollars for the delivery fee
Full names............
Atm Owner address......
Country/State........
Occupation...........
Passport/Driving License
Tel...........
Therefore you are expected to send ($450) to enable us proceed with the
delivery without any more delay or hitch because as the matter of fact, all
necessary arrangement has been made
Below is the MoneyGram, Western Union, Ria  information to send the
delivery fee or you just buy $450  itunes Card and send it if you can not
meet up to rach WU or MG
Receiver's Name: PAUL KINSOU
City:                   Cotonou
Country:              Benin Republic
Amount:              $450
Sender's Name:
Question:          Code?
Answer:             229
mtcn#
We will register your package and send you the tracking numbers before we
proceed for safety delivery of your package as soon as you reconfirm the
required information for safety delivery.
Best Regards,
Mrs Cynthia Terrell
From the United States
Homeland Security Office.
Email: mariodraghi09@gmail.com
",2023-05-02 14:13:06,"Good afternoon Mrs. Draghi, I am doing well, thank you for asking. I appreciate your response to my email. I understand that you are suggesting I use Western Union or Moneygram to send the fee for the delivery charges. However, I am not comfortable with sending money through those channels. Is there any other way I can make the payment? Also, I would like to confirm the total fee I need to pay for the delivery charges. Can you please provide me with that information? Thank you.
Best wishes,
Kassie
"
529,mp09533.json,Chat1,2023-05-03 10:28:02,"I received an email you sent to me that you are not comfortable with
sending money through those channels, If that you want to received your
funds that you must try all you can do to make an effort to go to the
Western Union or Moneygram Or Ria Money Transfer WorldRemit office in your
Country to post the $450 delivery Fee because without paying the $450
delivery Charges for your information.
So what you have to do is to fine those channels to send the $450 dollars
for the delivery Charges to able fedex courier company get your Atm Card
deliver to your Home address because no way fedex courier company will
deliver your Atm Card without paying the Delivery Charges $450 Fee.
This is to notify you that we acknowledged your correspondence and content
are well noted this office will like to inform you that your payment file
has been approved by Western Union here in this office so your  Funds will
be released to you once you meet up with the instructing as this office
required
Send the  fees of $450 through Western Union or Moneygram Ria Transfer  or
you look where they Sell Any kind of Gift Card and also buy it and scratch
it and send it
Receivers Name:Paul Kinsou
Country: Benin Republic
City : Cotonou
Text Question: Colour
Text Answer: Blue
Amount: $450
Mtcn#
I am looking forward to hear from you with the payment information and
noted that once you send the $450 Dollars that you will receive your $2.5
Million USD within 24 hour
Mrs Mario Draghi
",2023-05-03 11:12:26,"Hello Mrs. Mario Draghi,
Thank you for your email. I appreciate the information you have provided regarding the delivery of my ATM card. However, I am a bit confused about the payment process. Can you please explain to me why I need to send the delivery fee through Western Union, Moneygram, or Ria Money Transfer? Is there any other way to pay for the delivery fee?
Also, can you please provide me with more details about the payment file that has been approved by Western Union? What are the requirements that I need to meet in order to receive my funds?
Thank you for your time and assistance. I look forward to hearing back from you soon.
Best wishes,
Kassie
"
530,mp09533.json,Chat1,2023-05-05 17:34:59,"Send your full info first
",2023-05-05 18:12:12,"Sure, what specific information do you need from me?
Best wishes,
Kassie
"
531,mq16238.json,Chat1,2023-04-17 18:46:55,"Greetings,
Glad to email you, we are looking for a foreign gold buyers who can buy, as we stock the supply of gold and diamonds ,120kg and 20 acres of land available now. I also attached my soft copy Offer (FCO) in this mail for your personal evaluation. Our gold is ready for submission to test in the Refinery or Geological Center for your Perusal. Please accept the assurances of my highest consideration as you reply for more evaluation. Our
 Please be informed that my gold price is also negotiable. Read below my Soft Copy Offer(FCO) for the sale of my AU Metal Bars:(FULL CORPORATE OFFER) approved international licensed dealer.
PRODUCT: ------------ Alluvial Gold Dore Bar (AU).
ORIGIN: ------------Democratic Republic of Congo
QUANTITY: ---------120 kilograms.
QUALITY: --------- 24+carat.
PURITY: ------------99.9%
PRICE PER KILOGRAM: -----$44,000USD (Negotiable).
PACKAGING: ------------Securely packaged In a Galvanized metal box.
Have a nice Day.
Yours truly
Engr Patrick N Yaw
",2023-04-17 18:47:02,"Hello Engr Patrick Yaw,
Thank you for reaching out to me. I appreciate the offer you have presented regarding the supply of gold and diamonds. I would like to know more about the details of the offer and the process of purchasing the gold. Can you provide me with more information on the quality and quantity of the gold available? Also, can you share the location of the gold and diamonds? 
I am interested in learning more about your offer and would like to know more about the next steps. However, I would like to clarify that I am not interested in providing any personal information at this time. 
Thank you for your time and I look forward to hearing back from you.
Best regards.
Best wishes,
Jacob
"
532,mq16238.json,Chat1,2023-04-19 18:33:58,"Dear Mr.Jacob
Thank you for your prompt response to my email. I acknowledged receipt of
your mail too. My apologies for not getting back to you early. I had to
confirm for sure the amount of gold and diamond that is available because
we get products daily from the mines.I would like us to proceed by briefly
introducing ourselves for mutual business benefit.
This is a genuine gold business. We don't do illegal or fake deals. Let me
brief you as it is real. The gold in question belongs to our community in
East Africa Uganda. We have been nominated by the king, as sons of the
soil, who are honest, transparent and educated to seek foreign gold deals
to help the community raise funds to complete community projects that are
still pending due to lack of physical funds.
The quality of the gold without any doubt is 23+ carat and the quantity of
the gold is from 100KG to 4000KG as at today it will be more by tomorrow.
The process of purchasing the gold is through CIF/SPA agreement. Yes we can
share the location of the gold and diamonds. You can send a representative
or come in person to The Republic of Uganda with your test kit for purity
confirmation. We will be glad to receive you on arrival with security
guaranteed.
Commodity: Gold
Origin: Republic of Uganda
Form :   Gold Bar
Product-History : Clean, Clear, No Liens, and Non-Criminal Origin
Delivery   CIF / FOB
Purity   97+ Fineness or 23+ Carat
Quantity 100 kilograms to 4000 kilograms
Price :$44,000 USD discount (Negotiable with the direct Buyer only)
Best Regards
Engr. Patrick Yaw
Republic of Uganda.
",2023-04-19 19:12:23,"Dear Engr. Patrick Yaw,
Thank you for your email and for providing me with more information about the gold business. I appreciate your honesty and transparency in explaining the origin of the gold and the purpose of the business.
I am interested in learning more about the CIF SPA agreement and the process of purchasing the gold. Can you please provide me with more details on how this works? Also, can you confirm if there are any additional costs or fees associated with the purchase?
Furthermore, I would like to know if there are any certifications or documents that come with the gold to ensure its authenticity and purity.
Thank you for your time and I look forward to hearing back from you soon.
Best wishes,
Jacob
"
533,mq16238.json,Chat1,2023-04-21 04:47:41,"Dear Mr. Jacob,
This is a sample of how the government tax is calculated. view attached
cargo details for a customer that came to buy 50kg worth of gold. The
customer was from United Arab Emirate Dubai.
Secondly, the process of obtaining a Ugandan entry visa requires a scan
copy of passport. The duration takes only 48 hours, where an electronic
visa will be issued to the visitor to go and buy a flight ticket to the
destination which is the capital city Kampala Uganda.
The availability of the  gold is 100% and the pricing is negotiable
discount can be agreed as i stated ealier in my previous email to you. What
quantity do  you have in mind to purchase?  The pricing is good now as it
is lesser. I honestly encourage you this is the right time to make purchase.
I wait to hear from you soon. kindly let me know if  you need any further
information or my contact details to enable us proceed to the next step.
Best Wishes!
Engr. Paatrick Yaw.
Republic of Uganda
",2023-04-21 06:24:21,"Dear Engr. Patrick Yaw,
Thank you for your email and for sharing the information about the government tax and cargo details for the customer from Dubai. I am interested in learning more about the process of obtaining a Ugandan entry visa and the electronic visa issuance. 
Regarding the gold purchase, I am still considering the quantity I would like to purchase. Can you provide more information about the pricing and the negotiable discount? 
Thank you for your time and assistance. I look forward to hearing back from you soon.
Best wishes,
Jacob
"
534,mq16238.json,Chat1,2023-04-21 08:58:07,"Dear Mr. Jacob,
I received your email. It is my pleasure and duty to make sure all the
necessary information for a smooth and successful gold purchase is made
available to you.
To Obtain a Ugandan entry visa you will send us a scan copy of your
international passport page, which we will forward to the Ugandan
immigration authority, once received they will prepare an E-visa
(Electronic visa) with your passport information under 24/48 hours and your
tourist E-visa will be sent to your email or whatsapp number all you have
to do is make a print out paper copy of your visa for your travel agent to
know your destination and then your agent will book your flight ticket
instantly. Then you will send us a copy of your flight ticket so we know
your travel date, ETD exact time of departure & ETA exact time of arrival
for pick up from the Ugandan international airport.
The current price for a gold nugget bar is $44,000 USD. The price is less
because you are buying the community offer price,this offer is going to
last till the end of this month.
The negotiable discount depends on the quantity of Gold bar or Gold dust
that you are buying. This is the reason I asked to know the quantity so I
can tell you the discount attached.
I understand an American has just arrived in Uganda this morning and was
received by our team at the airport for gold purchase also. If you wish to
speak to him concerning how his trip was, I can help get his contact
details.
We are honest and sincere people in Uganda with a high level of hospitality
for our foreign business partners and customers.You will be happy to do
business with us.
I hope my explanation is understandable and clear ? Feel free to request
any information you desire so we can move to the next step.
I await your unfailing response.
Best Regards
Your Friend,
Engr. Patrick Yaw
",2023-04-21 09:24:39,"Dear Engr. Patrick Yaw,
Thank you for your prompt response. I appreciate the information you have provided regarding the Ugandan entry visa and the current price for gold nugget bar. Can you please provide me with more details about the community offer and the discount attached to the quantity of gold bar or gold dust that I am interested in buying?
Also, I would like to know more about the American who arrived in Uganda this morning for gold purchase. Can you please provide me with his contact details so that I can speak to him about his trip?
Thank you for your time and assistance. I look forward to hearing back from you soon.
Best wishes,
Jacob
"
535,mq16238.json,Chat1,2023-04-21 10:11:39,"Dear Mr. Jacob,
I received your email and I must say you are most welcome. I am glad to be
of service to you, knowing the information given to you is appreciated
makes my purpose relevant.
However, about the community offer ,the Gold dust has a discount for (1kg
Gold dust $41,900 USD) While the Gold nugget bar discount can be discussed
on your arrival in person I am assured you will be given a fair discount
rate when we know the quantity of gold you are buying.  ?
About the American he is in his hotel suite now. I will send a message to
make a request for his number and also ask him if he would like to discuss
with you about his trip as a fellow American. I am sure it will be alright
with him.
Best Regards
Engr. Patrick Yaw.
",2023-04-21 12:24:33,"Dear Engr. Patrick Yaw,
Thank you for your prompt response. I appreciate your willingness to assist me with my inquiries. I am interested in learning more about the community offer for Gold dust and Gold nugget bar discounts. Can you provide me with more information on the quantity of gold required to receive the fair discount rate?
Also, I would be grateful if you could send me the contact information of the erican in his hotel suite. I would like to discuss his trip as a fellow erican.
Thank you again for your help.
Best wishes,
Jacob
"
536,mq16238.json,Chat1,2023-04-21 18:45:17,"Dear Mr. Jacob,
I got your email. sorry for the late reply. I was busy with some tasks at
hand. Kindly let me know what quantity you intend to buy? I have gotten the
number of the American gentleman. His name is Mr. Douglas. His phone
contact and WhatsApp are below.
Direct line +1469-468-5565 .
Let me know if you have anymore. questions!
Best Regards
Engr. Patrick Yaw
",2023-04-21 21:12:27,"Dear Engr. Patrick Yaw,
Thank you for your email. I am interested in purchasing a considerable quantity of the product. Could you please provide me with more details about the product, such as the price and delivery time? Also, could you please confirm if the product is of good quality and meets the required standards?
Regarding Mr. Douglas, thank you for providing his contact details. I will get in touch with him soon.
Looking forward to hearing from you.
Best wishes,
Jacob
"
537,mq16238.json,Chat1,2023-04-22 09:47:32,"Dear Mr. Jacob,
I acknowledge receipt of your email. How are you doing today ? I understand
you are buying a considerable quantity.
About the price, the gold dust has a discount price($41,900 USD)  The gold
nugget bar discount can be discussed when you arrive and negotiate
directly.
About the purchasing process, Let me clarify that you will be paying only
20% or 30% of the total amount of gold purchased in Uganda. Depending on
what is agreed the balance of the 80% or 70% will be paid when you arrive
in your country America. This is because our representative will be
traveling with you to America and he will assist you with the CIF clearing
Insurance and freight charges.
Regarding the product quality as stated previously is 97 percent purity and
is of required standards. Also You will as well have the advantage of
confirming and testing the authenticity and purity of the product in your
home country before initiating a  balance payment of 80% or 70%  depending
on the quantity bought and agreement reached.
Concerning the delivery time it takes about 3/4 business days to facilitate
the necessary government paperwork  before shipment to your destination.
Best Regards
Engr. Patrick Yaw.
",2023-04-22 12:12:31,"Dear Engr. Patrick Yaw,
Thank you for your email. I am doing well, thank you for asking. I am interested in purchasing a quantity of gold dust and gold nugget bars. Can you please provide me with more information about the discount price for the gold nugget bars?
I appreciate your clarification about the purchasing process and payment terms. It is good to know that I will only need to pay a portion of the total amount in Uganda and the balance can be paid when I arrive in the United States. I also appreciate the assistance that will be provided with CIF clearing, insurance, and freight charges.
I am glad to hear that the product quality is of required standards and that I will have the opportunity to confirm and test the purity of the product in my home country before initiating balance payment.
Thank you for providing an estimated delivery time of about business days. Can you please let me know if there are any additional fees or charges that I should be aware of?
Best wishes,
Jacob
"
538,mq16238.json,Chat1,2023-04-22 21:48:00,"Dear Mr. Jacob,
I received your email and it is nice to know you are doing well over there
in the United States. I will bring to your notice that the gold nugget bar
discount is $500 for every 1kg bought. A buyer who buys above 10KG gets a
$1,000 USD discount on each gold bar.  meaning if you are buying above 10KG
the price will be ($43,000 USD) for each 1KG.
There will be no other hidden cost or charges but note that you will be
responsible to take care of me as your broker/ agent after purchase is
completed.  We can come to an agreement on what you will be compensating me
with after transactions has been finalized.
Kindly let me know what your purchasing decision will be so we can move on
to the next step. I wait to hear from you soon.
Kind Regards
Engr. Patrick Yaw.
",2023-04-23 00:12:24,"Dear Engr. Patrick Yaw,
Thank you for your email and for providing me with the information about the gold nugget bar discount. I appreciate your transparency about the pricing and the absence of hidden costs or charges. 
I am interested in purchasing some gold bars from you, but I would like to know more about your role as a broker agent. What exactly would be my responsibility in taking care of you after the purchase is completed? 
Also, could you please provide me with more details about the gold bars themselves? What is the purity of the gold and where do they come from? 
Thank you for your time and I look forward to hearing back from you soon.
Best wishes,
Jacob
"
539,mq16238.json,Chat1,2023-04-24 07:25:26,"Dear Mr. Jacob,
I received your mail. How was your weekend ?  I am glad to be of service to
you to make sure you are well informed in all areas of the transaction. It
is good to know you will be buying some gold bars from us. Let me explain
my role as your broker. I will be guiding and informing you about the
purchase process, your departure and arrival to Uganda will be coordinated
by me, which include receiving you here in Uganda on your arrival.
I will be getting a commission of 2% of ($44,000 USD) which is $880 on each
gold nugget bar purchased. from you the buyer and also from the (community
seller) The purity of the gold is 97% purity. The origin of the gold is
Southern Sudan East Africa. It is pure, and clear.
I wait to hear from you soon to enable us to proceed further to the next
step.
Thank you.
Best Wishes.
Engr. Patrick Yaw.
Boker/Agent.
",2023-04-24 12:12:41,"Dear Engr. Patrick Yaw,
Thank you for your email and for explaining your role as my broker in the purchase of gold bars. I appreciate your willingness to guide and inform me throughout the process, as well as your offer to receive me in Uganda upon my arrival.
I have a few follow-up questions, if you don't mind. Can you provide more information about the community seller and their involvement in the transaction? Also, what is the estimated timeline for the purchase process and arrival of the gold bars?
Thank you for your time and assistance.
Best wishes,
Jacob
"
540,mq16238.json,Chat1,2023-04-26 07:38:14,"Dear Mr. Jacob,
I received your email. How are you doing today? my apologies for the
delayed response.  Your appreciation is well noted. It is always my
pleasure to assist you in getting more information for your clarity and to
build confidence in the purchase process.
The community sellers are the gold dealers, gold refinery owners, elders of
the community. They have given us the authority and mandate to carry out
gold purchase transactions internationally for the benefit and development
of the community and country as a whole.
The estimated time for purchase of the gold bar with all documents
completed takes only 2 days. The third day is for shipment and delivery to
your destination country.
Kindly let me know what your plans are, so we can move onto the next step
and prepare for your arrival.
It is important for us to talk on the phone. +256-760841686 while you make
plans to come so i can guide you or be on standby for your arrival.
I wait to hear from you soon.
Best Wishes
Engr. Patrick Yaw.
Direct Phone   +256-760841686
",2023-04-26 08:12:42,": XXX-XXX-XXXX
Best wishes,
Jacob
"
541,mq16238.json,Chat1,2023-04-26 08:22:16,"Dear Mr. Jacob,
Will you send a contact or you wish to keep communication solely on email ?
if it is alright with you then we can proceed via mail alone. Do you wish
to come in person or make a purchase via online shipment and delivery ?
Regards
Engr. Patrick Yaw.
",2023-04-26 10:12:20,"Dear Engr. Patrick Yaw,
Thank you for reaching out to me. I am comfortable with communicating via email for now. As for the purchase, I would prefer to make it through online shipment and delivery. Can you please provide me with more information about the product and the process?
Best wishes,
Jacob
"
542,mq16238.json,Chat1,2023-04-26 11:04:58,"Dear Mr. Jacob,
I received your email and I understand you have made your decision to
purchase the gold nugget bar/gold dust via an online process.  The CIF
cost, insurance and freight will be determined by the quantity of gold
product that you want to buy. The product is 99.9% purity.
Kindly let me know what quantity do you want to buy?   Then i will be able
to calculate the CIF price and give you account details for payment. I will
then forward the FCO to you to fill, sign and send back to me. I wait to
hear from you so we can start the purchase process which will take only 3
days after we confirm your proof of payment. We will be using DHL EXPRESS
DELIVERY SERVICE for your shipment.
Best Regards
Engr. Patrick Yaw.
",2023-04-26 12:12:36,"Dear Engr. Patrick Yaw,
Thank you for your prompt response. I am interested in purchasing the gold nugget bar gold dust. Can you please provide me with the CIF cost, insurance, and freight for a quantity of 10 units? Also, can you please explain the purity of the product?
Once I receive the CIF price, I will be able to proceed with the payment. I appreciate your assistance in this matter and look forward to hearing back from you soon.
Best wishes,
Jacob
"
543,mq16238.json,Chat1,2023-04-26 14:00:08,"Dear Mr. Jacob,
I acknowledged receipt of your email. I am glad you have made it clear in
stating the amount of gold bar you wish to purchase, this will enable me to
calculate the CIF.
Note that on your request I will provide you with the account details for
payment. After confirmation and proof of your payment. I will send you the
(FOC) Full Corporate Offer to sign.  We will proceed to purchase the gold
for you and prepare the necessary valid documents for shipment. We will
need a safe delivery address for your gold bar.
COST 1KG = $44,000 X 1O =$440,000 USD 30% DOWN PAYMENT = $132,000 USD
INSURANCE= 1% OF $440,000 X 10 = $4,400
FREIGHT =     $53 X 10 $530 USD
TOTAL COST = $136,930 USD.
I wait to hear from you soon.
Best Regards
Engr. Patrick Yaw
",2023-04-26 14:12:51,"Dear Engr. Patrick Yaw,
Thank you for your prompt response. I appreciate the breakdown of the costs involved in purchasing the gold bar. Can you please provide me with more information about the validity of the documents for shipment? Also, can you confirm the purity of the gold bar and its weight?
I am interested in proceeding with the purchase, but I would like to know more about the safe delivery process. How do you ensure the safety of the gold bar during shipment? 
Looking forward to hearing from you soon.
Best wishes,
Jacob
"
